Owner_First_Name,Owner_Family_Name,Property_Type,Property_Location,Rent_Income
Nicolo,BRUZZONI,Casa a pepian,Sopra la Lista alla Colonna,8 ducati
Nicolo,BRUZZONI,Casa a pepian,Sopra la Lista alla Colonna,12 ducati
Nicolo,BRUZZONI,Casa in soler con cortivo,Sopra la Lista alla Colonna,40 ducati
Zuanne,BRUZZONI,Altra portion di detta casa,Sopra la Lista alla Colonna,6 ducati
Francesco,BRUZZONI,Casa in soler,Sopra la Lista alla Colonna,11 ducati
Alessandro,ARMANI,Casa in soler con bottega et orto,Sopra la Lista alla Colonna,48 ducati
Giulia,ARMANI,In detta casa,Sopra la Lista alla Colonna,9 ducati
Benedetto,BRUSI,Casa a pepian,Sopra la Lista alla Colonna,8 ducati
Benedetto,BRUSI,Casa in soler,Sopra la Lista alla Colonna,10 ducati
Benedetto,BRUSI,In detta casa in soler,Sopra la Lista alla Colonna,10 ducati
Camilla,PULITA,In detta casa in soler,Sopra la Lista alla Colonna,7 ducati
Camilla,POLITA,Appartamento di detta casa,Sopra la Lista alla Colonna,8 ducati
Camilla,POLITA,Casa a pepian,Sopra la Lista alla Colonna,5 ducati
Anzolo,TOMASI,Casa a pepian,Sopra la Lista alla Colonna,8 ducati
Anzolo,TOMASI,Casa in soler,Sopra la Lista alla Colonna,8 ducati
Anzolo,TOMASI,In detta casa,Sopra la Lista alla Colonna,9 ducati
Lunardo,GRIMANI,Casa in soelr,Sopra la Lista alla Colonna,12 ducati
Lunardo,GRIMANI,In detta casa in soler,Sopra la Lista alla Colonna,9 ducati
Sebastian,RIZZI,Bottega da sartor,Sopra la Lista alla Colonna,8 ducati
Enrico,MONS,Casa in soler,Sopra la Lista alla Colonna,40 ducati
Enrico,MONS,Casa in soler,Sopra la Lista alla Colonna,40 ducati
Vicenzo,PISANI,Casa in soler,Calle del Rioda alli due Pozzi,8 ducati
Marc'antonio,MOCENIGO,Casa in soler,Calle del Rioda alli due Pozzi,24 ducati
Alessandro,ZEN,Casa in soler,Calle del Rioda alli due Pozzi,4 ducati
Alessandro,ZEN,In detta casa in soler,Calle del Rioda alli due Pozzi,6 ducati
Alessandro,ZEN,In detta casa secondo soler,Calle del Rioda alli due Pozzi,7 ducati
Alessandro,ZEN,In detta casa secondo soler,Calle del Rioda alli due Pozzi,4 ducati
Zuanne Antonio,DANTE,Casa a pepian,Alli due pozzi,7 ducati
Anna,DENTE CAPPONI,Casa in soler,Alli due pozzi,14 ducati
Anna,DENTE CAPPONI,Casa in soler,Alli due pozzi,17 ducati
Nadalina,SCHILATO,Casa in soler domenicale per proprio uso,Alli due pozzi,0
Nadalina,SCHILATO,Bottegha da marzer per proprio uso,Alli due pozzi,0
Nadalina,SCHILATO,Inviamento di detta bottegha per proprio uso,Alli due pozzi,0
Marc'antonio,PALLACIOLI,Un livello sopra la suddetta casa e bottegha,Alli due pozzi,"100 lire, 15 soldi"
Domenico,GANASSONI,Casa in soler e bottegha da fruttarol,Alli due pozzi,34 ducati
Domenico,GANASSONI,Magazen da fasci attaccato,Alli due pozzi,6 ducati
Angelo,PICCHI,Casa in soler,Calle de Mattarelli,14 ducati
Angelo,PICCHI,Casa in soler,Calle de Mattarelli,15 ducati
Angelo,PICCHI,In detta casa in soler,Calle de Mattarelli,8 ducati
Angelo,PICCHI,In detta casa in soler,Calle de Mattarelli,3 ducati
Angelo,PICCHI,Casa in soler,Calle de Mattarelli,9 ducati
Angelo,PICCHI,In detta casa in soler,Calle de Mattarelli,19 ducati
Angelo,PICCHI,Casa a pepian,Calle de Mattarelli,6 ducati
Angelo,PICCHI,Casa in soler,Calle de Mattarelli,8 ducati
Angelo,PICCHI,In detta casa in soler,Calle de Mattarelli,8 ducati
Angelo,PICCHI,In detta casa in soler,Calle de Mattarelli,9 ducati
Angelo,PICCHI,Casa a pepian,Calle de Mattarelli,6 ducati
Giulio,MICHIELI,Casa a pepian,Calle de Mattarelli,6 ducati
Giulio,MICHIELI,Casa a pepian,Calle de Mattarelli,4 ducati
Luca,FERRO,Casa dominicale con cortivo per proprio uso,Calle de Mattarelli,0
Francesco,FERRO,Casa domenicale per proprio uso,Calle de Mattarelli,0
Zuanne,SCOTTI,Casa in soler di sopra,Calle de Mattarelli,15 ducati
Zuanne,SCOTTI,In detta casa soler di sotto,Calle de Mattarelli,22 ducati
Zuanne,SCOTTI,In detta casa a pepian,Calle de Mattarelli,8 ducati
Antonio,FERRO,Casa in soler,Calle di Ca' Ferro dalla parte del Stendardo,12 ducati
Antonio,FERRO,In detta casa,Calle di Ca' Ferro dalla parte del Stendardo,16 ducati
Marietta,FERRO,Casa in soler,Calle di Ca' Ferro dalla parte del Stendardo,10 ducati
Marietta,FERRO,Bottegha da callegher,Calle di Ca' Ferro dalla parte del Stendardo,12 ducati
Giacomo,BENZA GRISON,Inviamento della suddetta bottegha,Calle di Ca' Ferro dalla parte del Stendardo,0
Marietta,FERRO,Casa in soler,Calle di Ca' Ferro dalla parte del Stendardo,14 ducati
Antonio,FERRO,Casa in soler,Calle di Ca' Ferro dalla parte del Stendardo,16 ducati
Antonio,FERRO,In detta casa in soler,Calle di Ca' Ferro dalla parte del Stendardo,10 ducati
Antonio,FERRO,In detta casa soler di sotto,Calle di Ca' Ferro dalla parte del Stendardo,4 ducati
Marco,NESPOLA,Casa a pepian,Al Stendardo,10 ducati
Giovanni Maria,MAZZONI,Bottegha da zavatter,Calle del Stendardo,8 ducati
Lugrecia,BARBARIGO,Bottegha da barbier,Calle del Stendardo,10 ducati
Lugrecia,BARBARIGO,Casa in soler,Calle del Stendardo,43 ducati
Giovanni Maria,MAZZONI,Casa a pepian,Calle del Stendardo,7 ducati
Pasqualin,PANIAN,Casa in soler,Calle del Stendardo,8 ducati
Pasqualin,PANIAN,Casa in soler,Calle del Stendardo,11 ducati
Francesco,NEGRI,Casa a pepian,Calle del Stendardo,8 ducati
Antonio,SILVESTRINI,Casa a pepian,Calle del Stendardo,7 ducati
Antonio,SILVESTRINI,Casa in soler,Calle del Stendardo,7 ducati
Antonio,SILVESTRINI,In detta casa,Calle del Stendardo,8 ducati
Antonio,SILVESTRINI,Casa a pepian,Calle del Stendardo,7 ducati
Antonio,SILVESTRINI,Casa in soler in 2 affittanze,Calle del Stendardo,10 ducati
Luca,FERRO,Casa domenicale a pepian per proprio uso,Calle del Stendardo,0
Francesco,FERRO,Casa a pepian,Calle del Stendardo,6 ducati
Francesco,FERRO,Casa in soler,Calle del Stendardo,10 ducati
Luca,FERRO,In detta casa in soler,Calle del Stendardo,10 ducati
Zuanne,FERRO,Casa a pepian,Calle del Stendardo,6 ducati
Zuanne,FERRO,Casa in soler,Calle del Stendardo,10 ducati
Zuanne,FERRO,In detta casa in soler,Calle del Stendardo,10 ducati
Zuanne,FERRO,Casa in soler,Calle del Stendardo,10 ducati
Zuanne,FERRO,In detta casa,Calle del Stendardo,10 ducati
Lugretia,BARBARIGO,Casa a pepian,Calle del Stendardo,6 ducati
Elisabetta,CUPIS,Casa in soler,Calle di Ca' Tron,20 ducati
Antonio,NEGRI,Casa a pepian,Calle di Ca' Tron,8 ducati
Zuanne,BRUZZONI,Casa domenicale per proprio uso,Calle di Ca' Tron,0
Piero,GRITTI,Casa e bottegha da oglio,Fuori della suddetta Calle sopra la Lista,14 ducati
Agostin,FAZZADDIO,Casa e bottegha da oglio,Fuori della suddetta Calle sopra la Lista,14 ducati
Piero,PERSICO,"Casa, Bottegha et Inviamento da luganegher",Fuori della suddetta Calle sopra la Lista,80 ducati
Piero,PERSICO,Casa in soler,Calle del Magazen,28 ducati
Piero,PERSICO,Casa in soler,Calle del Magazen,26 ducati
Piero,PERSICO,Casa a pepian vacua,Calle del Magazen,9 ducati
Nadalin,BORTOLETTI,Casa in soler vacua,Calle del Magazen,24 ducati
Anzolo,TIRINELLI,Casa a pepian,Calle del Magazen,9 ducati
Nadalin,BORTOLETTI,Casa in soler et a pepian,Calle del Magazen,26 ducati
Giacomo,RICCARDI,Casa a pepian,Calle del Magazen,10 ducati
Francesco,VETTURI,Casa in soler vacua,Calle del Magazen,24 ducati
Marco,ZANE,Bastion da vin,Fuori della suddetta calle sino al Ponte di San Nicolò,300 ducati
Anzolo,CALLEGARI,per altra portion minor,Fuori della suddetta calle sino al Ponte di San Nicolò,32 ducati
Marco,NESPOLA,Inviamento della suddetta bottegha per proprio uso,Fuori della suddetta calle sino al Ponte di San Nicolò,0
Maria Celeste | _madre,CALLEGHARI | CALLEGHARI,Casa in soler,Calle de Botti in faccia il Ponte di San Nicolò,24 ducati
Giovanni Battista,ZEN,Casa in soler,Calle de Botti in faccia il Ponte di San Nicolò,24 ducati
Cattarina,BRUSSOLATA,Casa in soler,Calle de Botti in faccia il Ponte di San Nicolò,7 ducati
Cattarina,BRUSSOLATA,Casa a pepian,Calle de Botti in faccia il Ponte di San Nicolò,7 ducati
Iseppo,LIN,Casa in soler,Calle de Botti in faccia il Ponte di San Nicolò,29 ducati
Christina,DA MULA CONTARINI,Portion de caratti del suddetto inviamento,Ponte di San Nicolò,122 ducati
Angelo,MARINONI,Portion de caratti del suddetto inviamento,Ponte di San Nicolò,74 ducati
Aurelia,MARZI,Portion de caratti del suddetto inviamento,Ponte di San Nicolò,"21 ducati, 12 grossi"
Francesco,GRANDI,Casa in soler,Corte Nova,10 ducati
Maurizio,GRASSI,Casa in soler,Corte Nova,10 ducati
Anzola,ZANELLI,"Casa in 2 affittanze, portion",Corte Nova,5 ducati
Anzola,ZANELLI,Antra portion di detta casa,Corte Nova,7 ducati
Chiara,STELLA,"Casa in 2 affittanze, porcion",Corte Nova,4 ducati
Chiara,STELLA,Altra porcion di detta casa,Corte Nova,8 ducati
Cattarina,ZAVISA,Casa in soler,Corte Nova,12 ducati
Domenico,ZAMBELLI,Casa in soler,Corte Nova,12 ducati
Lucietta,ZAPELLA,Casa in soler,Corte Nova,11 ducati
Lucietta,CORRERA,Casa a pepian,Corte Nova,5 ducati
Maria,GISSONI,Casa in soler,Corte Nova,11 ducati
Nadal,FACCO,Casa a pepian,Corte Nova,8 ducati
Cattarina,MACCATO,Casa in soler,Corte Nova,11 ducati
Anzola,CAMERA,Casa in soler,Corte Nova,14 ducati
Piero,BONADLI,Casa in soler,Corte Nova,12 ducati
Gaetano,SORBOLA,Casa domenicale per proprio uso,Sopra la Stuada vicino il Ponte d'Arzare,0
Gaetano,SORBOLA,Casa in soler,Sopra la Stuada vicino il Ponte d'Arzare,0
Gaetano,SORBOLA,Altro apartamento di detta casa,Sopra la Stuada vicino il Ponte d'Arzare,0
Marin,LANZA,Casa in soler,Sopra la Stuada vicino il Ponte d'Arzare,12 ducati
Marin,LANZA,In detta Casa in soler,Sopra la Stuada vicino il Ponte d'Arzare,12 ducati
Gottardo,TERZI,Casa in soler,Rughetta al Ponte d'Arzere,24 ducati
Gottardo,TERZI,Casa a pepian,Rughetta al Ponte d'Arzere,12 ducati
Andrea,MOCENIGO,Casa in soler,Rughetta al Ponte d'Arzere,25 ducati
Andrea,MOCENIGO,Casa in soler,Rughetta al Ponte d'Arzere,25 ducati
Gerolamo,BAGGIO,Casa a pepian,Rughetta al Ponte d'Arzere,10 ducati
Bortolo,MORA,Casa a pepian,Rughetta al Ponte d'Arzere,6 ducati
Francesco,FRANCESCHI,Casa in soler,Rughetta al Ponte d'Arzere,6 ducati
Francesco,FRANCESCHI,In detta casa in soler,Rughetta al Ponte d'Arzere,6 ducati
Anzola,PANATA,In detta casa secondo soler,Rughetta al Ponte d'Arzere,8 ducati
Anzola,PANATA,In detta casa secondo soler,Rughetta al Ponte d'Arzere,8 ducati
Anzola,PANATA,In detta casa secondo soler,Rughetta al Ponte d'Arzere,6 ducati
Chiara Maria,FRANCESCHI,Casa a pepian,Rughetta al Ponte d'Arzere,14 ducati
Chiara Maria,FRANCESCHI,Casa in soler,Rughetta al Ponte d'Arzere,20 ducati
Chiara Maria,FRANCESCHI,Casa in soler,Rughetta al Ponte d'Arzere,20 ducati
Chiara Maria,FRANCESCHI,Casa a pepian,Rughetta al Ponte d'Arzere,16 ducati
Bernardo,RUSCO,Ospicio di sei camere tutte in un corpo,Appresso il Ponte d'Arzere vicino la Corte Maggior,0
Giovanni,FONTANA,Casa in soler,Appresso il Ponte d'Arzere vicino la Corte Maggior,10 ducati
Salvador,GIRARDINI,Casa a pepian,Appresso il Ponte d'Arzere vicino la Corte Maggior,7 ducati
Agostina,FEDRICI,Magazen da Fasci,Appresso il Ponte d'Arzere vicino la Corte Maggior,10 ducati
Giovanni Maria,SILVESTRINI,Casa Dominicale per proprio uso,Appresso il Ponte d'Arzere vicino la Corte Maggior,0
Antonio,BASADONNA,Casa in soler,Ponte d'Arzere,38 ducati
Anna,GIAVARINA,Casa dominicale per proprio uso,Ponte d'Arzere,0
Anna,GIAVARINA,Bottegha da Fruttarol per proprio uso,Ponte d'Arzere,0
Anna,GIAVARINA,Inviamento della suddetta bottegha per proprio uso,Ponte d'Arzere,0
Antonio,ORSINI,Casa in soler,Ponte d'Arzere,20 ducati
Antonio,ORSINI,Bottegha da luganegher,Ponte d'Arzere,12 ducati
Antonio,ORSINI,Inviamento della suddetta bottegha,Ponte d'Arzere,32 ducati
Benetto,PISANI,Casa a pepian,Corte Larga vicino al Ponte d'Arzere,10 ducati
Benetto,PISANI,Casa in soler,Corte Larga vicino al Ponte d'Arzere,8 ducati
Benetto,PISANI,In detta casa in soler,Corte Larga vicino al Ponte d'Arzere,10 ducati
Benetto,PISANI,In detta casa soler di sotto,Corte Larga vicino al Ponte d'Arzere,11 ducati
Benetto,PISANI,In detta casa soler di sotto,Corte Larga vicino al Ponte d'Arzere,11 ducati
Benetto,PISANI,Casa a pepian,Corte Larga vicino al Ponte d'Arzere,10 ducati
Marc'antonio,MOCENIGO,Casa a pepian,Corte Larga vicino al Ponte d'Arzere,8 ducati
Marc'antonio,MOCENIGO,Casa in soler ruinosa,Corte Larga vicino al Ponte d'Arzere,0
Flaminio,CORNER,Casa a pepian,Corte Larga vicino al Ponte d'Arzere,15 ducati
Cattarina,MONTAGNA,Casa in soler,Corte Larga vicino al Ponte d'Arzere,14 ducati
Salvador,GIRARDINI,Casa in soler vacua,Corte Larga vicino al Ponte d'Arzere,30 lire
Cattarina,MONTAGNA,Casa in soler,Corte Larga vicino al Ponte d'Arzere,30 lire
Salvador,GIRARDINI,Casa in soler vacua,Corte Larga vicino al Ponte d'Arzere,20 ducati
Flaminio,CORNER,Casa vacua,Corte Larga vicino al Ponte d'Arzere,20 ducati
Pietro,NOVELLO,Casa in soler con orticello et a pepian,Corte Larga vicino al Ponte d'Arzere,28 ducati
Pier'alvise,BARBARO,Casa in soler,Corte Larga vicino al Ponte d'Arzere,13 ducati
Alvise,GRITTI,Casa a pepian,Corte Larga vicino al Ponte d'Arzere,13 ducati
Gerolamo,DA LEZZE,Casa in soler,Corte Larga vicino al Ponte d'Arzere,30 ducati
Gerolamo,DA LEZZE,In detta casa soler di sotto et a pepian con orto,Corte Larga vicino al Ponte d'Arzere,40 ducati
Polo,ERIZZO,Casa dominicale con corte et orticello per proprio uso,Arzere,0
Marco,NESPOLA,Casa a pepian,Calle dell'Erizzo,6 ducati
Marco,NESPOLA,Casa in soler,Calle dell'Erizzo,11 ducati
Piero,NOVELLO,Casa in soler,Calle dell'Erizzo,12 ducati
Francesco,RUBBI,Casa domenicale con orto e giardino per proprio uso,Calle dell'Erizzo,0
Andrea,BASSANELLO,Casa in soler et a pepian,Campazzo,24 ducati
Ottavia,FABRIS,Casa in soler,Campazzo,4 ducati
Ottavia,FABRIS,In detta casa in soler,Campazzo,4 ducati
Ottavia,FABRIS,"In detta Casa, Altri Apartamenti Rovinosi",Campazzo,0
Pietro,MORELLI,Casa in soler,Calle dall'Oglio in Arzere,20 ducati
Bernardo,NEGRI,Casa in soler con orto,Calle dall'Oglio in Arzere,15 ducati
Gasparo,ZANENGHI,Una soffitta per proprio uso,Arzere,0
Federico,PICENI,Casa in soler,Arzere,6 ducati
Francesco,MARCOLEONI,In detta casa in soler,Arzere,13 ducati
Francesco,MOLIN,Bottegha da callegher,Arzere,4 ducati
Agostin,BOSCHINI,Inviamento della suddetta bottegha,Arzere,0
,ROSA,Casa in soler,Arzere,4 ducati
,ROSA,In detta casa in soler,Arzere,8 ducati
,VIEL,Casa in soler,Arzere,7 ducati
,VIEL,In detta casa in soler,Arzere,13 ducati
Giovanni,MARTINI,Casa in soler,Arzere,22 ducati
Giovanni,MARTINI,Casa in soler,Arzere,25 ducati
Anzola,TON,Bottegha da biavariol,Arzere,10 ducati
Lazaro,BAGGIO,Inviamento per proprio uso,Arzere,0
Perina,TRAVAGNINI,Magazen da fasci,Arzere,4 ducati
Francesca,NASINI,Casa in soler,Arzere,30 ducati
Anzolo,GIUSTINIAN,Casa in soler,Arzere,30 ducati
Francesco,CANAL,Casa a pepian,Arzere,8 ducati
Elena,NASINI,Casa in soler,Arzere,12 ducati
Elena,NASINI,In detta casa in soler,Arzere,8 ducati
Lodovico,BADOER,Casa in soler,Arzere,24 ducati
Marin,BADOER,Casa in soler,Arzere,24 ducati
Antonio,SILVESTRINI,Casa domenicale per proprio uso,Calle de Fontegheri in Arzere,0
Andrea,COMIN,Casa in soler di sopra,Calle de Fontegheri in Arzere,10 ducati
Domenico,ZINEI,In detta casa in soler vacua,Calle de Fontegheri in Arzere,0
Domenico,ZINEI,In detta casa a pepian con orticello vacua,Calle de Fontegheri in Arzere,6 ducati
Giacomo,ZAFFANELLO,Casa domenicale per proprio uso,Calle de Fontegheri in Arzere,0
Bortolo,ZOPELLA,Casa in soler,Calle de Fontegheri in Arzere,18 ducati
Perina,TRAVAGNINA,Casa in soler,Calle de Fontegheri in Arzere,18 ducati
Perina,TRAVAGNINA,Casa vacua,Calle de Fontegheri in Arzere,8 ducati
Perina,TRAVAGNINA,Casa in soler,Calle de Fontegheri in Arzere,13 ducati
Perina,TRAVAGNINA,Casa a pepian,Calle de Fontegheri in Arzere,6 ducati
Perina,TRAVAGNINA,Casa in soler,Calle de Fontegheri in Arzere,20 ducati
Giovanni Antonio,ALBERGONI,Casa in soler,Calle de Fontegheri in Arzere,18 ducati
Marin,TOMADINI,Casa domenicale per proprio uso,Calle de Fontegheri in Arzere,0
Piero,SOPRANA,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,60 ducati
Francesco,NEGRI,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,16 ducati
Eleonora,SEMITECOLO GUERRA,Casa in soler et a pepian,La Calle vicina al Campiel dal Panizza in Arzere,22 ducati
Pietro,ASSONICA,Bottegha da barbier,La Calle vicina al Campiel dal Panizza in Arzere,6 ducati
Perina,TRAVAGNINI,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,10 ducati
Perina,TRAVAGNINI,In detta casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,10 ducati
Perina,TRAVAGNINI,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,15 ducati
Antonio,ALBERGONI,Casa in soler vacua,La Calle vicina al Campiel dal Panizza in Arzere,7 ducati
Pietro,ASSONICA,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,14 ducati
Pietro,ASSONICA,In detta casa in soelr,La Calle vicina al Campiel dal Panizza in Arzere,14 ducati
Pietro,ASSONICA,In detta casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,14 ducati
Pietro,ASSONICA,In detta casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,6 ducati
Pietro,ASSONICA,Casa a pepian,La Calle vicina al Campiel dal Panizza in Arzere,5 ducati
Antonio,LOREDAN RUZINI,Casa in soler,La Calle vicina al Campiel dal Panizza in Arzere,18 ducati
Zuanne,ANGELI,Casa in soler,Campiel Panizza,18 ducati
Giulia,TORRIANI ARMANI,Casa a pepian,Campiel Panizza,8 ducati
Giulia,TORRIANI ARMANI,Casa in soler di sopra,Campiel Panizza,8 ducati
Giulia,TORRIANI ARMANI,In detta casa soler di sotto,Campiel Panizza,8 ducati
Giovanni Francesco,BEMBO,Casa in soler,Campiel Panizza,7 ducati
Giovanni Francesco,BEMBO,Casa in soler vacua,Campiel Panizza,7 ducati
Gerolamo Francesco,BEMBO,Casa a pepian vacua,Campiel Panizza,6 ducati
Antonio,TOMASINI,Casa in soler,Campiel Panizza,10 ducati
Antonio,TOMASINI,In detta casa in soler,Campiel Panizza,6 ducati
Antonio,TOMASINI,Casa oltrascritta soler di sotto,Campiel Panizza,6 ducati
Antonio,TOMASINI,In detta casa soler di sotto,Campiel Panizza,5 ducati
Bortolamio,FOSCARINI,Casa a pepian vacua,Campiel Panizza,4 ducati
Bortolamio,FOSCARINI,Casa a pepian vacua,Campiel Panizza,12 ducati
Bortolamio,FOSCARINI,Casa a pepian,Campiel Panizza,10 ducati
Bortolamio,FOSCARINI,Casa in soler di sopra,Campiel Panizza,26 ducati
Bortolamio,FOSCARINI,Casa soler di sotto,Campiel Panizza,7 ducati
Gerolamo,BEMBO,Casa in soler di sopra,Arzare vicino al squero,13 ducati
Gerolamo,BEMBO,In detta casa soler di sotto,Arzare vicino al squero,13 ducati
Francesco,BEMBO,Casa in soler vacua,Arzare vicino al squero,34 ducati
Bonifaccio,ANTELMI,Casa a pepian,Arzare vicino al squero,12 ducati
Bonifaccio,ANTELMI,Casa in soler,Arzare vicino al squero,30 ducati
Salvador Maria,CALLICHIOPOLI,Un magazenetto,Calle del Squero o sia della Madonna,8 ducati
Salvador Maria,CALLICHIOPOLI,Bottegha da luganegher,Calle del Squero o sia della Madonna,10 ducati
Cattarina,DA MONTE,Inviamento della bottegha,Calle del Squero o sia della Madonna,10 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,10 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,8 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,24 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,5 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,10 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,9 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,44 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,10 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,30 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,30 ducati
Salvador Maria,CALLICHIOPOLI,Fondo ruinoso,Calle del Squero o sia della Madonna,0
Salvador Maria,CALLICHIOPOLI,Casa a pepian,Calle del Squero o sia della Madonna,8 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler vacua,Calle del Squero o sia della Madonna,12 ducati
Salvador Maria,CALLICHIOPOLI,Casa in soler,Calle del Squero o sia della Madonna,10 ducati
Giacomo,CALZETTA,Casa in soler,Corte delle Procuratie Prima,14 ducati
Viena,VALASSO,Casa a pepian,Corte delle Procuratie Prima,10 ducati
Margarita,VIERRA,Casa a pepian,Corte delle Procuratie Prima,10 ducati
Francesco,MASCHI,Casa in soler di sopra,Corte delle Procuratie Prima,10 ducati
Gerolamo,MASCHI,Casa soler di sotto,Corte delle Procuratie Prima,12 ducati
