owner_family_name,count_1740,count_1808,increase
trevisani,0.0,5.0,5.0
treò bon,0.0,2.0,2.0
triffoni,0.0,1.0,1.0
trifoni,0.0,2.0,2.0
triti,0.0,1.0,1.0
trois,0.0,4.0,4.0
tromba,0.0,1.0,1.0
trombe,0.0,1.0,1.0
trombeta,0.0,4.0,4.0
trombetta,0.0,7.0,7.0
tron dona',0.0,23.0,23.0
tron donà,0.0,4.0,4.0
tron priuli,0.0,20.0,20.0
tronconi,0.0,1.0,1.0
trosolini,0.0,1.0,1.0
trovisan,0.0,1.0,1.0
trusis,0.0,1.0,1.0
turbin,0.0,1.0,1.0
turcato pesenti,0.0,2.0,2.0
turchetto,0.0,4.0,4.0
turco,0.0,1.0,1.0
turra,0.0,4.0,4.0
turra aprile,0.0,5.0,5.0
tuschetto,0.0,1.0,1.0
udine,0.0,1.0,1.0
ughi,0.0,4.0,4.0
ughi zanchi,0.0,1.0,1.0
urbani,0.0,1.0,1.0
usabel,0.0,1.0,1.0
usiel,0.0,7.0,7.0
utebergher,0.0,2.0,2.0
vacile,0.0,2.0,2.0
vacilli,0.0,3.0,3.0
vacrini,0.0,6.0,6.0
valanein,0.0,5.0,5.0
valaresso barbarigo,0.0,2.0,2.0
valencin,0.0,1.0,1.0
valenti,0.0,1.0,1.0
valier balbi,0.0,4.0,4.0
vallarezzo,0.0,1.0,1.0
vallier,0.0,1.0,1.0
valloto,0.0,2.0,2.0
valmarin,0.0,2.0,2.0
valvason,0.0,7.0,7.0
valvasoni,0.0,1.0,1.0
valvesso barbarigo,0.0,2.0,2.0
vanasel giusto,0.0,2.0,2.0
vanaxel,0.0,2.0,2.0
vanaxel giusto,0.0,5.0,5.0
vanaxel minelli,0.0,1.0,1.0
vanejt,0.0,2.0,2.0
vanesi,0.0,2.0,2.0
vanesta,0.0,1.0,1.0
vanestre,0.0,1.0,1.0
vanetti,0.0,4.0,4.0
vansel castelli giusto,0.0,1.0,1.0
varesti,0.0,1.0,1.0
varisco,0.0,5.0,5.0
varizzo,0.0,2.0,2.0
varnier,0.0,1.0,1.0
varrato,0.0,1.0,1.0
varrini,0.0,1.0,1.0
varrotti novazza giusto,0.0,1.0,1.0
vasilicò,0.0,1.0,1.0
vassilli,0.0,2.0,2.0
vastielli,0.0,1.0,1.0
vazzola,0.0,1.0,1.0
vecchiaia,0.0,1.0,1.0
vecil,0.0,2.0,2.0
veludo,0.0,3.0,3.0
vendrame pasqualini,0.0,2.0,2.0
vendramin calergi,0.0,22.0,22.0
vendramin donado,0.0,1.0,1.0
vendramin soranzo,0.0,1.0,1.0
vendramina,0.0,2.0,2.0
vendramini,0.0,9.0,9.0
venedramin calergi,0.0,1.0,1.0
venenzio,0.0,1.0,1.0
venerio,0.0,2.0,2.0
venezia,0.0,5.0,5.0
venier contarini,0.0,24.0,24.0
venier corner,0.0,1.0,1.0
venier fonte,0.0,22.0,22.0
venier fonti,0.0,2.0,2.0
venier forte,0.0,2.0,2.0
ventel,0.0,1.0,1.0
venturali,0.0,7.0,7.0
verasso,0.0,1.0,1.0
verdan,0.0,2.0,2.0
verini,0.0,2.0,2.0
verlato,0.0,1.0,1.0
vernasobre,0.0,1.0,1.0
vernisi,0.0,4.0,4.0
verocai,0.0,1.0,1.0
verona,0.0,5.0,5.0
veronese,0.0,4.0,4.0
veronesi,0.0,5.0,5.0
versori,0.0,4.0,4.0
vescovado,0.0,2.0,2.0
vespasiani,0.0,1.0,1.0
vessil,0.0,4.0,4.0
vettioli,0.0,1.0,1.0
vettori,0.0,2.0,2.0
vettori cisco,0.0,1.0,1.0
vettori padoan,0.0,1.0,1.0
vetturi borghetti,0.0,3.0,3.0
vetturi veronese,0.0,2.0,2.0
vetturi veronesi,0.0,1.0,1.0
veturi veronese,0.0,1.0,1.0
vevrini,0.0,1.0,1.0
viali,0.0,2.0,2.0
vianello,0.0,38.0,38.0
vianni,0.0,3.0,3.0
viaro,0.0,4.0,4.0
viato,0.0,1.0,1.0
vicelli,0.0,1.0,1.0
vicentini,0.0,3.0,3.0
vido,0.0,1.0,1.0
vigentini,0.0,1.0,1.0
vigonzo,0.0,8.0,8.0
villabruna,0.0,1.0,1.0
vinacese,0.0,4.0,4.0
vincoli,0.0,1.0,1.0
vio,0.0,7.0,7.0
viola,0.0,5.0,5.0
violin,0.0,10.0,10.0
violina,0.0,1.0,1.0
violini,0.0,1.0,1.0
violià,0.0,1.0,1.0
vircovich,0.0,2.0,2.0
virla,0.0,1.0,1.0
visciuta,0.0,1.0,1.0
visconti negri,0.0,1.0,1.0
viscovich,0.0,7.0,7.0
visetti,0.0,1.0,1.0
visich,0.0,2.0,2.0
visik,0.0,1.0,1.0
visilich,0.0,2.0,2.0
vittore,0.0,1.0,1.0
vitturi giustinian,0.0,1.0,1.0
vitturi veronese,0.0,7.0,7.0
vitturi veronesi,0.0,2.0,2.0
vituri borghetti,0.0,1.0,1.0
viuti,0.0,1.0,1.0
vivante,0.0,11.0,11.0
viviali,0.0,2.0,2.0
vizentini,0.0,4.0,4.0
vié si,0.0,1.0,1.0
vlasto',0.0,4.0,4.0
vnigo,0.0,1.0,1.0
voderini,0.0,2.0,2.0
volpato,0.0,1.0,1.0
vovo',0.0,1.0,1.0
widiman,0.0,27.0,27.0
widman,0.0,9.0,9.0
widmann,0.0,1.0,1.0
wittmaan,0.0,1.0,1.0
zabeo,0.0,2.0,2.0
zacaleti,0.0,2.0,2.0
zachr,0.0,1.0,1.0
zagari,0.0,1.0,1.0
zagher,0.0,2.0,2.0
zaghetti,0.0,2.0,2.0
zais,0.0,3.0,3.0
zajer,0.0,2.0,2.0
zalvani,0.0,1.0,1.0
zambon,0.0,1.0,1.0
zamboni,0.0,1.0,1.0
zamparo,0.0,1.0,1.0
zampiceni,0.0,8.0,8.0
zampiereti,0.0,8.0,8.0
zampieri,0.0,5.0,5.0
zampireti,0.0,1.0,1.0
zanardelli,0.0,1.0,1.0
zanardini,0.0,6.0,6.0
zanato,0.0,1.0,1.0
zancato,0.0,2.0,2.0
zanchetta,0.0,1.0,1.0
zanchini,0.0,1.0,1.0
zandinella,0.0,3.0,3.0
zandinelli,0.0,1.0,1.0
zanenghi,0.0,1.0,1.0
zaneti,0.0,2.0,2.0
zanfei trombetta,0.0,2.0,2.0
zangarofoli,0.0,1.0,1.0
zanghetti,0.0,1.0,1.0
zani,0.0,1.0,1.0
zanibon,0.0,2.0,2.0
zaniboni,0.0,9.0,9.0
zanimbon,0.0,8.0,8.0
zanin,0.0,1.0,1.0
zanini,0.0,7.0,7.0
zannini,0.0,1.0,1.0
zannon,0.0,1.0,1.0
zanon,0.0,9.0,9.0
zanon giorgin,0.0,1.0,1.0
zanon lodi,0.0,1.0,1.0
zanoni,0.0,1.0,1.0
zanotti,0.0,1.0,1.0
zanovello gelusi,0.0,1.0,1.0
zantoderi,0.0,4.0,4.0
zanuto,0.0,2.0,2.0
zanutta,0.0,1.0,1.0
zanutti,0.0,1.0,1.0
zappella,0.0,7.0,7.0
zara,0.0,3.0,3.0
zaramellin,0.0,1.0,1.0
zarcoli,0.0,1.0,1.0
zarcovich caimo,0.0,2.0,2.0
zatti,0.0,2.0,2.0
zavaldi,0.0,2.0,2.0
zavelli,0.0,2.0,2.0
zeberlin,0.0,1.0,1.0
zefiri,0.0,1.0,1.0
zemello,0.0,2.0,2.0
zen carloti,0.0,7.0,7.0
zen carlotti,0.0,2.0,2.0
zen dolfin,0.0,3.0,3.0
zen fabris,0.0,7.0,7.0
zen querini,0.0,2.0,2.0
zenaro,0.0,6.0,6.0
zennaro,0.0,2.0,2.0
zenobio,0.0,25.0,25.0
zenobrio,0.0,8.0,8.0
zerbeti,0.0,1.0,1.0
zifra,0.0,1.0,1.0
zigno,0.0,2.0,2.0
zini fadiga piazza,0.0,2.0,2.0
zino,0.0,1.0,1.0
zinì,0.0,2.0,2.0
ziron,0.0,1.0,1.0
zitti,0.0,10.0,10.0
ziusto,0.0,1.0,1.0
ziviani,0.0,2.0,2.0
zoccolo,0.0,2.0,2.0
zogia,0.0,3.0,3.0
zola,0.0,1.0,1.0
zolio contarini,0.0,4.0,4.0
zon querini,0.0,1.0,1.0
zonta,0.0,1.0,1.0
zopetti,0.0,3.0,3.0
zoppetti,0.0,3.0,3.0
zorzi bon,0.0,2.0,2.0
zorzi calegari,0.0,1.0,1.0
zorzi contarini,0.0,3.0,3.0
zosi,0.0,1.0,1.0
zotti,0.0,2.0,2.0
zuanichi,0.0,1.0,1.0
zuarata,0.0,1.0,1.0
zuccani,0.0,1.0,1.0
zucoli,0.0,2.0,2.0
zuliani toso,0.0,1.0,1.0
zulliani,0.0,1.0,1.0
zundaval,0.0,2.0,2.0
zustinian lolin,0.0,8.0,8.0
zustinian recanati,0.0,14.0,14.0
zustiniani,0.0,2.0,2.0
zustiniani lolin,0.0,1.0,1.0
