owner_family_name,building_functions
molin,"['casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'magazzeno', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'corto', ' sottoportico', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'andito', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' volta', 'casa', 'magazzeno', 'bottega', ' casa', 'bottega', 'bottega', ' volta', 'casa', 'casa', ' corto', 'bottega', 'bottega', ' casa', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' forno', 'casa', ' forno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'palazzo', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'palazzo', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'palazzo', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', ' corto']"
molin pisani,"['casa', 'casa']"
molin scotti de duglazzi,"['casa', 'casa', ' corto']"
molinari,"['casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa']"
molini,['casa']
monaco,"['casa', 'casa']"
mondini,"['casa', 'casa', 'magazzeno']"
monfera',"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
monferra',"['bottega', ' casa']"
mongiat,['casa']
monici,['casa']
montanari,"['casa', 'casa', 'casa', 'bottega']"
monteso,['casa']
monticana,['casa']
monticano,['casa']
monticano negri,"['casa', 'casa', ' corto']"
monticano piccoli,['magazzeno']
mora,"['casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' magazzeno', 'bottega', ' magazzeno', ' palazzo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa']"
mora crucis,"['casa', 'casa', ' corto']"
morandi,"['casa', 'casa', 'casa']"
morando,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa']"
morasciuti,"['casa', 'casa', 'casa', 'casa']"
morati,"['casa', 'casa']"
moratti,['casa']
morbiotto,"['bottega', ' casa', ' orto']"
morcelli,"['bottega', ' casa']"
morellato,['casa']
morelli,"['bottega', ' casa', 'casa']"
moretta,['casa']
moretta monte reale,"['casa', 'casa']"
moretti,"['casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'magazzeno', 'appartamento', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
morilbatto,['casa']
moro,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'andito', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'bottega', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'bottega', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'corto', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'bottega', 'bottega', 'magazzeno', 'magazzeno', 'casa', ' corto', 'casa', 'magazzeno', 'casa', ' magazzeno']"
moro badoer,"['casa', ' corto', ' tagliapietra']"
moro crussi,"['bottega', ' casa']"
moro lin,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', 'casotto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', 'bottega', ' stanza']"
morolin,['bottega']
moroni,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno']"
morosin,['casa']
morosini,"['bottega', 'bottega', ' casa', 'magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'caffe', ' casa', 'caffe', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'corto', ' sottoportico', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'bottega', ' casa', 'magazzeno', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' magazzeno', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'magazzeno', 'casa', ' corto', ' magazzeno', 'bottega', ' casa', 'casotto', 'casotto', 'bottega', 'bottega', ' volta', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', ' orto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', 'corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'palazzo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'bottega', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' camera', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'sottoportico', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', ' casa', 'palazzo']"
morosini barbon,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
morosini basadonna,['casa']
morosini gatimburgo,"['casa', 'casa', 'casa']"
morosini gattembourg,"['bottega', ' casa']"
morosini gattemburg,"['casa', 'casa']"
morosini gattemburgo,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
morosini gatterbourg,"['bottega', 'casa', 'casa', ' corto', 'casa']"
morosini grimani,"['bottega', ' casa']"
morosini vigonza,"['casa', 'casa', ' corto']"
morossi,"['casa', ' corto', 'casa', 'casa', 'casa']"
mortera,"['appartamento', 'appartamento']"
mosca,"['bottega', 'bottega']"
mosca balbi,"['corto', ' magazzeno', 'corto', ' magazzeno', 'bottega', ' casa']"
moscheni,"['bottega', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa']"
moschini,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
mossi,"['bottega', ' casa']"
mosta,['bottega']
mostari,"['casa', ' magazzeno', 'casa', ' magazzeno']"
mosto,"['bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa']"
motro,"['bottega', ' casa']"
mozenigo,"['bottega', ' casa', 'bottega', ' casa', 'bottega', 'volta', 'casa', ' corto', 'casa', ' corto', ' luogo', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
mozenigo nani,"['appartamento', ' casa', ' corto', 'casa']"
mozzi,"['casa', ' corto', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
muchiachion,"['magazzeno', 'casa', 'magazzeno']"
mugia levi,"['appartamento', 'casa']"
muja,"['bottega', ' casa']"
muleti,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
munari,"['bottega', ' casa']"
munaro,"['bottega', ' casa']"
munerato,"['andito', 'casa', ' magazzeno', 'casa', 'corto', ' sottoportico', 'casa', 'corto', ' sottoportico', 'casa']"
murer,['casa']
musani,"['casa', ' corto', 'casa', ' corto']"
musatti,"['casa', 'casa']"
musitelli,"['casa', ' magazzeno', 'bottega', 'bottega', 'casa']"
musitelli perazzo,"['magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
musitelli pesaro,['casa']
musolo,"['casa', 'magazzeno']"
mussato,['casa']
mussitelli perazzo,"['casa', ' corto']"
mutoni,['casa']
mutoni curnis,"['bottega', ' casa', 'casa']"
muttoni curnis,"['casa', 'casa']"
nadali,"['corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno']"
nadalini,['bottega']
nado,['magazzeno']
nalon,"['casa', ' corto', ' magazzeno', 'casa']"
namias,"['bottega', 'casa', 'appartamento', 'appartamento', 'bottega', ' casetta', 'casa', 'casa', 'andito', 'appartamento', ' casa']"
nanetti,['casa']
nani,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', 'magazzeno', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega']"
nardi,"['bottega', ' casa', 'casa', 'casa']"
nardi marangoni,"['bottega', ' casa', 'magazzeno']"
nardini,"['casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'bottega', ' corto', 'casa', 'magazzeno']"
nardo,"['casa', 'casa']"
narduzzi,['casa']
naronsi,"['casa', 'casa']"
nasolin,"['casa', 'casa']"
nasseti,"['bottega', ' casa', ' corto', 'casa', ' magazzeno']"
nava papafava,"['bottega', ' casa', 'magazzeno']"
navarra,"['casa', 'casa', 'casa']"
nazari,"['casa', 'casa']"
negrelli,"['casa', 'casa']"
negrello,"['casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' magazzeno', 'magazzeno', 'casa', 'casa']"
negri,"['bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', 'bottega', 'bottega', ' volta', 'bottega', ' volta', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega']"
negri monticano,"['bottega', 'bottega']"
negroni,"['bottega', 'casa']"
nenni,['casa']
neno,['casa']
nerini,"['casa', 'casa', ' corto', ' magazzeno', 'bottega', ' casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
nerini ilaris,"['bottega', 'bottega']"
nerini illaris,['casa']
niasa,"['casa', 'casa']"
nicchetti,['casa']
nicola,"['casa', 'magazzeno']"
nicoletti,"['magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' scalla', 'casa', 'casa', 'bottega']"
nicoli,"['casa', ' corto', ' forno', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa']"
nicolini,"['casa', 'casa', 'casa']"
ninfa,"['magazzeno', 'magazzeno', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', 'casa', 'casa', 'casa', 'casa']"
nomico',['casa']
norci,['casa']
nordio,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
norsi,['casa']
nory,"['casa', 'corto']"
nosadini,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
notari,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
novazza varrotti giusto,['casa']
novello,"['casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
nozzi,"['casa', ' locale', ' scuola']"
nullo,"['casa', 'casa']"
occhi,"['casa', ' corto']"
occioni,"['casa', 'casa', 'casa']"
oglieni,['casa']
ognibene,"['casa', 'casa', 'casa', 'casa']"
olivi,"['andito', 'casa', 'casa', 'corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'appartamento', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa']"
olivieri,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'appartamento', ' luogo', 'appartamento', ' luogo', 'magazzeno', 'magazzeno', 'bottega']"
olivo,"['casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'magazzeno', 'casa', 'casa', 'casa']"
olmo,"['casa', 'casa', 'casa', 'casa', 'casa']"
omigoni,"['bottega', ' casa', 'bottega', ' casa', 'casa']"
ongareto,"['bottega', 'bottega', ' casa']"
ongaro,['casa']
origo,"['casa', ' corto']"
orio,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
orio locatello,"['casa', ' magazzeno', 'casa', 'corto', ' sottoportico', 'casa', 'casa']"
orlandi,"['casa', 'corto', ' sottoportico', 'casa', 'casa']"
orseti gerardi,['bottega']
orsetti,['magazzeno']
orsini,"['casa', 'casa', ' magazzeno', 'casa']"
orsolini,"['casa', 'casa']"
orsoni,"['casa', ' corto', 'casa', ' corto']"
ortali,"['magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
ortalli,['casa']
ortiga,"['magazzeno', 'casa']"
osti,"['bottega', ' casa']"
ottoboni,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
ottolin,['casa']
pace,['casa']
pacifico,['magazzeno']
padella,"['casa', 'bottega', ' casa', 'casa', 'casa', 'andito', 'casa', 'casa', 'casa', 'bottega', 'corto', ' sottoportico', 'magazzeno']"
padoan,"['casa', ' corto', 'corto', ' sottoportico', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'corto', ' forno', ' magazzeno', 'casa', 'corto', ' magazzeno', 'corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa']"
padovan,"['bottega', ' casa', 'corto', ' magazzeno', 'bottega', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'andito', ' scalla', 'magazzeno', 'corto']"
padovani,"['bottega', ' camera', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa']"
padrin,['casa']
pagan,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
paganello,"['casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'andito', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
pagani,"['casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' magazzeno']"
paganuzzi,"['casa', 'casa']"
paggiaro,"['casa', ' corto', 'casa', ' corto']"
pagini,['casa']
pagnalin,"['casa', ' corto', 'casa', ' corto']"
palamon tron,"['casa', 'casa']"
palatini,"['casa', 'casa']"
palazzi,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', 'bottega']"
palazzo,"['casa', 'appartamento']"
palese,['casa']
palma venerando,['casa']
pampanin,"['bottega', ' casa']"
panagiotto,['casa']
panciera,"['casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'andito', 'appartamento', 'casa', ' corto', 'casa', ' corto']"
paneinforno,"['casa', 'bottega', ' casa']"
paneti,"['casa', ' corto', ' fabbrica', 'casa', 'casa']"
panigai,"['casa', 'bottega', ' magazzeno']"
panighetti,"['casa', 'casa']"
panocchia,['casa']
pantanali,"['casa', 'casa', 'casa']"
pantariani,['casa']
panzani,"['casa', 'casa']"
panzera,['casa']
panziera,"['magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
panziero,['magazzeno']
panà,['casa']
paolini,['bottega']
paolucci,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa']"
paoluzi,"['casa', ' corto']"
paoluzzi,"['casa', ' corto', 'casa', 'casa']"
papadopoli,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa']"
papafava,"['casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'palazzo', 'casa', 'casa', 'casa', 'casa']"
papete,['bottega']
papetta,['casa']
papette,"['casa', ' corto', 'bottega', ' locale', 'casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega']"
pappafava,"['bottega', 'bottega', ' casa']"
paqualigo,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno']"
parenzo,"['magazzeno', 'casa', 'casa', 'magazzeno', 'casa']"
parese,"['casa', ' corto']"
paron,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'corto', ' magazzeno', 'corto', ' magazzeno', 'corto', ' magazzeno', 'corto', ' magazzeno', 'bottega', ' casa']"
parrocco,"['casa', 'casa']"
paruta,"['bottega', ' casa', ' corto', 'casa', ' corto']"
parutta,['casa']
pasco,"['bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa']"
pascolo massiteli,['casa']
pascotin,"['casa', 'casa']"
paseti,"['casa', ' spazio', 'casa', ' spazio', 'casa']"
pasette,['magazzeno']
pasineti,"['magazzeno', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' fabbrica', 'casa']"
pasini,"['casa', 'casa', 'casotto', 'bottega', ' casa']"
pasotti,['casa']
pasquali,"['casa', ' corto', 'magazzeno', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa']"
pasqualigo,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' squero', 'bottega', ' casa', 'bottega', 'casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa']"
